tar_lum,mat_lum,bg_tar,bg_mat
0.0,0.32890328903289034,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.16705167051670516,gray,gray
0.0,0.0,gray,gray
0.0,0.1859018590185902,gray,gray
0.0,0.0,gray,gray
0.0,0.027300273002730028,gray,gray
0.0,0.008450084500845008,gray,gray
0.0,0.0,gray,gray
0.0,0.0988009880098801,gray,gray
0.0,0.07930079300793008,gray,gray
0.0,0.04615046150461505,gray,gray
0.0,0.014950149501495015,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.0988009880098801,gray,gray
0.0,0.18200182001820017,gray,gray
0.0,0.05915059150591506,gray,gray
0.0,0.04810048100481005,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,1.105011050110501,gray,gray
0.0,0.0006500065000650006,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.032500325003250036,gray,gray
0.0,0.012350123501235013,gray,gray
0.0,0.33995339953399534,gray,gray
0.0,0.003250032500325003,gray,gray
0.0,0.0,gray,gray
0.0,0.3789537895378954,gray,gray
0.0,0.0,gray,gray
0.0,0.4959549595495955,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.011700117001170011,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.6402564025640256,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.0929509295092951,gray,gray
0.0,0.07280072800728007,gray,gray
0.0,0.34840348403484034,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.4264042640426404,gray,gray
0.0,0.0,gray,gray
0.0,0.2808028080280803,gray,gray
0.0,0.40690406904069043,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.08060080600806008,gray,gray
0.0,0.0006500065000650006,gray,gray
0.0,0.12935129351293512,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.0,gray,gray
0.0,0.2002020020200202,gray,gray
0.0,0.0,gray,gray
0.0,0.02275022750227502,gray,gray
0.0,0.4348543485434854,gray,gray
0.0,0.0,gray,gray
0.0,1.100461004610046,gray,gray
