lum,pscale,CE
20,0.5613788007103991,yes
20,0.5544540335430906,yes
20,0.577969238840111,yes
20,0.578620938930438,yes
20,0.5735502544489041,yes
20,0.5756480657519756,yes
20,0.5590522116055057,yes
20,0.5480475236896888,yes
20,0.5812865871170274,yes
20,0.5781267630253327,yes
20,0.5767019103681179,yes
20,0.5730660651533254,yes
20,0.579702970367827,yes
20,0.5787726770369968,yes
20,0.584754827422843,yes
20,0.556304400520718,yes
20,0.5717183025672378,yes
20,0.5641031254044765,yes
20,0.5494067225312033,yes
20,0.5682881914996147,yes
20,0.5672967912523145,yes
20,0.5428367910315732,yes
20,0.5482701842579084,yes
20,0.5650522958845813,yes
20,0.5545910414247178,yes
20,0.5546304051404269,yes
20,0.5773855238123398,yes
20,0.5700957113644939,yes
20,0.5484362042547914,yes
20,0.5715879100202114,yes
20,0.5736891265506882,yes
20,0.5579798784858937,yes
20,0.5783648668040293,yes
20,0.5636021708067757,yes
20,0.5575220586805335,yes
20,0.5542019549840878,yes
20,0.5632629765150392,yes
20,0.5595007482466506,yes
20,0.5576071082349809,yes
20,0.5731465348182795,yes
20,0.5661917754016096,yes
20,0.564234983143615,yes
20,0.5632406132094625,yes
20,0.5608572012262699,yes
20,0.580916606828202,yes
20,0.55728043433736,yes
20,0.5500547757267815,yes
20,0.5641968900579427,yes
20,0.5774680671780179,yes
20,0.5655400103124578,yes
20,0.5681290637242613,yes
20,0.5598541797253547,yes
20,0.5616960500687099,yes
20,0.5926306064755708,yes
20,0.5664704406767085,yes
20,0.5679888981058214,yes
20,0.5690832056614152,yes
20,0.539087724785786,yes
35,0.8460619903931281,yes
35,0.8547028217139931,yes
35,0.8816350416836958,yes
35,0.8168130768389422,yes
35,0.8350816006049182,yes
35,0.867125874491774,yes
35,0.8716301764710209,yes
35,0.8316125480621407,yes
35,0.8581736523213913,yes
35,0.8332941370245808,yes
35,0.8567929535109159,yes
35,0.8750287607985751,yes
35,0.8734992154043428,yes
35,0.8223560220228797,yes
35,0.8564856821176157,yes
35,0.8333848336013758,yes
35,0.8413217465563595,yes
35,0.8642814984181754,yes
35,0.8598291610472482,yes
35,0.8504672210119362,yes
35,0.8461387700928671,yes
35,0.8345256922949198,yes
35,0.8656979747966036,yes
35,0.8710328388315546,yes
35,0.849615394827624,yes
35,0.8137544534816888,yes
35,0.8488633937615657,yes
35,0.8444452377141902,yes
35,0.870459784946284,yes
35,0.8453096015480361,yes
35,0.8580918231963124,yes
35,0.8834731102015707,yes
35,0.8574934169894625,yes
35,0.8635431397468839,yes
35,0.8471668166837858,yes
35,0.8580892636277795,yes
35,0.8137247581712003,yes
35,0.853849371801577,yes
35,0.852252973396417,yes
35,0.8323213031081856,yes
35,0.8350490614635786,yes
35,0.8292076940502244,yes
35,0.8681119740407197,yes
35,0.8481506151555304,yes
35,0.8415875074636668,yes
35,0.8725839283073239,yes
35,0.8443404598695757,yes
35,0.8459802204098065,yes
35,0.843662561616861,yes
35,0.8178538024137451,yes
35,0.9045164647667157,yes
35,0.8553283165900468,yes
35,0.8579886769871791,yes
35,0.8674628694899489,yes
35,0.8632137934552458,yes
35,0.8484781640783144,yes
35,0.8553618051831653,yes
35,0.8444266099877118,yes
35,0.8652208656358981,yes
35,0.8570945012221622,yes
35,0.830958555165485,yes
35,0.8488103936626203,yes
35,0.8462695150793602,yes
35,0.8121422436244202,yes
35,0.8583544412411341,yes
35,0.8359638514513179,yes
35,0.8173666539243905,yes
35,0.8283242666911659,yes
35,0.8779907133282476,yes
35,0.8481479223318789,yes
35,0.828480486835594,yes
35,0.8479552126427118,yes
35,0.8532413984943922,yes
35,0.8287882138898742,yes
35,0.8530518385022817,yes
35,0.8500474547332978,yes
35,0.8281975618003579,yes
35,0.8221456448440826,yes
35,0.857675931349611,yes
35,0.8276015166777476,yes
35,0.8439694661616337,yes
35,0.8807171338303098,yes
35,0.8408421438813667,yes
35,0.8492348524349781,yes
35,0.8445144906861586,yes
35,0.8682483657782276,yes
35,0.8571225486123148,yes
35,0.8575830095886157,yes
35,0.8123287486469298,yes
35,0.8482267450563924,yes
35,0.8616297953962393,yes
35,0.8436918051305862,yes
35,0.8642156535265685,yes
35,0.8652952905196294,yes
35,0.8418501634839074,yes
35,0.8523047345282784,yes
35,0.8674919653014698,yes
35,0.840371511749005,yes
35,0.8302183557589049,yes
35,0.8136530291590184,yes
45,0.9253322586190096,yes
45,0.9248490094566377,yes
45,0.9526096151343989,yes
45,0.886702118913401,yes
45,0.8996691345221354,yes
45,0.9380045610143786,yes
45,0.9237846433575383,yes
45,0.8984761017524497,yes
45,0.9206773547995641,yes
45,0.9130036544105393,yes
45,0.9094312734319768,yes
45,0.9138605429253265,yes
45,0.9252994736524881,yes
45,0.9139187337264822,yes
45,0.9320318452769661,yes
45,0.893087681587857,yes
45,0.914552936250575,yes
45,0.9300614461593889,yes
45,0.9129900484094097,yes
45,0.9233979554555265,yes
45,0.9013988166196487,yes
45,0.9126846648189171,yes
45,0.9427800451046756,yes
45,0.918375662144323,yes
45,0.9310573199807232,yes
45,0.8969781598608195,yes
45,0.9166042366216853,yes
45,0.9225501752968119,yes
45,0.9371828100888417,yes
45,0.9094511099751125,yes
45,0.9316574861284774,yes
45,0.9406714492712456,yes
45,0.9068731824820422,yes
45,0.9405331089707338,yes
45,0.9167846683216545,yes
45,0.9256759420547886,yes
45,0.9140942119158856,yes
45,0.8981673677717787,yes
45,0.9022006404621876,yes
45,0.9102557045346135,yes
45,0.8957548299284225,yes
45,0.911772368655367,yes
45,0.9243408792517055,yes
45,0.8962734781355459,yes
45,0.9291137967853674,yes
45,0.9344368231646607,yes
45,0.921205578698535,yes
45,0.9250458868038478,yes
45,0.9070110338932169,yes
45,0.878501505893335,yes
45,0.9615805343748522,yes
45,0.9210650393375651,yes
45,0.9240292222712578,yes
45,0.9132795329773241,yes
45,0.9325054022761697,yes
45,0.9259638408223163,yes
45,0.9027572212644968,yes
45,0.9154327326605562,yes
45,0.9419061663257,yes
45,0.9129567312646378,yes
45,0.906479474447406,yes
45,0.9122138253740424,yes
45,0.9028997622094848,yes
45,0.9021954258674473,yes
45,0.9165296138021086,yes
45,0.9107745163599744,yes
45,0.9025894534876253,yes
45,0.898129040928319,yes
45,0.93905791225007,yes
45,0.9174693640665675,yes
45,0.9094956434280315,yes
45,0.9119015201105696,yes
45,0.9202336868149766,yes
45,0.8966490953365842,yes
45,0.9226827483799419,yes
45,0.9137895097349285,yes
45,0.9073361310216579,yes
45,0.8983263123578653,yes
45,0.9085496039260289,yes
45,0.9114174944972947,yes
45,0.9089021858434554,yes
45,0.9145192263212708,yes
45,0.9128711487331073,yes
45,0.9244681146311166,yes
45,0.9102571406878304,yes
45,0.9108085501145694,yes
45,0.9142509184768361,yes
45,0.9275560172241308,yes
45,0.8796564630407505,yes
45,0.9379426117116538,yes
45,0.935173123697539,yes
45,0.8981751809213522,yes
45,0.9179846068863301,yes
45,0.9457371230480268,yes
45,0.9037301953546681,yes
45,0.9186167004249556,yes
45,0.931080464032387,yes
45,0.9159904824706852,yes
45,0.9119867527957207,yes
45,0.8918720033077174,yes
50,0.9524811314988798,yes
50,0.94539623604028,yes
50,0.9943178377823038,yes
50,0.9226139584471809,yes
50,0.9379695409000713,yes
50,0.9571226352591226,yes
50,0.9510887723168384,yes
50,0.9173117721921854,yes
50,0.9474522893126021,yes
50,0.9306343577815948,yes
50,0.9426094231180588,yes
50,0.9444872475829101,yes
50,0.9487237971693813,yes
50,0.9400657737662245,yes
50,0.9510097413480743,yes
50,0.9357686188081656,yes
50,0.9583906830007619,yes
50,0.9562394440829892,yes
50,0.9614024761340046,yes
50,0.9396896837847024,yes
50,0.931294408703311,yes
50,0.9487096949057515,yes
50,0.9456635450352923,yes
50,0.9321680764119532,yes
50,0.9543771890452203,yes
50,0.9202580853924001,yes
50,0.9480102610278158,yes
50,0.9397461558438905,yes
50,0.9634234172552106,yes
50,0.943973080786835,yes
50,0.9529758704482669,yes
50,0.9609132970882451,yes
50,0.9556040848397805,yes
50,0.9653202586310335,yes
50,0.9526821434176632,yes
50,0.9586379306874375,yes
50,0.9246296873342811,yes
50,0.924376227434645,yes
50,0.9421375522369329,yes
50,0.9389386992045048,yes
50,0.9313491336785109,yes
50,0.9312357178841852,yes
50,0.9332991757392489,yes
50,0.9322501883905315,yes
50,0.9465595486430144,yes
50,0.9492538593922825,yes
50,0.9482594590678759,yes
50,0.9558534038301965,yes
50,0.9357100937588683,yes
50,0.9096929444363457,yes
50,0.9732216249047283,yes
50,0.9480653483641239,yes
50,0.9351534674034866,yes
50,0.9379684516934599,yes
50,0.9403959768782911,yes
50,0.9464116996995688,yes
50,0.9361362265570415,yes
50,0.9444167931480805,yes
50,0.956800659832441,yes
50,0.9484296060556991,yes
50,0.9366123379586152,yes
50,0.9415519826875234,yes
50,0.9655371969766215,yes
50,0.9275779438703234,yes
50,0.9371655429715917,yes
50,0.9315443910285035,yes
50,0.9264065121915565,yes
50,0.924137864555221,yes
50,0.9831821029768172,yes
50,0.9273138686045133,yes
50,0.9337915425305623,yes
50,0.9392342726478653,yes
50,0.952772342873197,yes
50,0.9453282539042965,yes
50,0.9568682905765983,yes
50,0.9581373977912522,yes
50,0.9354446200168337,yes
50,0.9251233329440076,yes
50,0.9250469660983324,yes
50,0.9287969514528114,yes
50,0.937613193256055,yes
50,0.9397594008189751,yes
50,0.9481711717361125,yes
50,0.9358409313466102,yes
50,0.9541852543317146,yes
50,0.9585055536308202,yes
50,0.9542125423076449,yes
50,0.9442887635936048,yes
50,0.9129055985046419,yes
50,0.9670197819326589,yes
50,0.9464932883660161,yes
50,0.9599014670642759,yes
50,0.9287798525662923,yes
50,0.9621081018446371,yes
50,0.939762822159859,yes
50,0.9392896633043469,yes
50,0.9519519272907859,yes
50,0.9381789472587557,yes
50,0.9336449066070511,yes
50,0.9081144482830565,yes
55,0.9568086732203688,yes
55,0.9655601126754931,yes
55,0.9945907460813374,yes
55,0.9510262580660445,yes
55,0.9529291097349815,yes
55,0.981217990056666,yes
55,0.9576184818052863,yes
55,0.9392725412742081,yes
55,0.969800471680745,yes
55,0.9589704026776817,yes
55,0.9544056908907639,yes
55,0.9552626261566414,yes
55,0.9693135297368187,yes
55,0.9676629735064987,yes
55,0.9813738957114219,yes
55,0.9477683620856104,yes
55,0.9662411795526256,yes
55,0.9687199863805837,yes
55,0.998988492828855,yes
55,0.9684938844285472,yes
55,0.9608171316551444,yes
55,0.9657651911378399,yes
55,0.970458522816046,yes
55,0.955282520654753,yes
55,0.9877387997569403,yes
55,0.9445511098676315,yes
55,0.9570452479170521,yes
55,0.9726291129537199,yes
55,0.9629575347168535,yes
55,0.9564363026702712,yes
55,0.9822579323340974,yes
55,0.9898220666786365,yes
55,0.9799408923861223,yes
55,0.9759546634724224,yes
55,0.9714424247524045,yes
55,0.9518535124737333,yes
55,0.9592779629720698,yes
55,0.9491046745493924,yes
55,0.9576105316363053,yes
55,0.9577867405256845,yes
55,0.9547178102588949,yes
55,0.9519743532990479,yes
55,0.9859743090201585,yes
55,0.960853720648625,yes
55,0.9731388019915568,yes
55,0.9752757418884576,yes
55,0.9675959962718815,yes
55,0.97305101564645,yes
55,0.9630044002024839,yes
55,0.9514175279665926,yes
55,0.985966551778378,yes
55,0.9734209585235294,yes
55,0.9624347971137049,yes
55,0.9688500567389764,yes
55,0.9654330763873702,yes
55,0.9687203352143562,yes
55,0.959066565131006,yes
55,0.9513215116820981,yes
55,0.9575596078211311,yes
55,0.9633633237237803,yes
55,0.9589351067809031,yes
55,0.954243006402407,yes
55,0.9532354324827829,yes
55,0.9499197500238744,yes
55,0.9701517468360548,yes
55,0.9590492649779937,yes
55,0.9479418623615475,yes
55,0.9590898564775331,yes
55,0.9577567504569151,yes
55,0.9550183645512255,yes
55,0.9490247361587594,yes
55,0.960962363263762,yes
55,0.9586090407075395,yes
55,0.9594206264347261,yes
55,0.972485541622571,yes
55,0.9608729120891574,yes
55,0.9478719654169232,yes
55,0.9567861315855933,yes
55,0.9572249425933568,yes
55,0.9413935551127314,yes
55,0.9490479702469103,yes
55,0.9576961288733613,yes
55,0.9769184701518583,yes
55,0.9598580114352884,yes
55,0.9812999329588998,yes
55,0.9543864943968222,yes
55,0.9673538211839247,yes
55,0.9714030167645252,yes
55,0.9527391329670382,yes
55,0.9823246563767767,yes
55,0.9687386406973184,yes
55,0.9604773028832927,yes
55,0.9671388982926244,yes
55,0.9749137856201339,yes
55,0.9722895391849902,yes
55,0.9584119823235502,yes
55,0.971209647566967,yes
55,0.9481657107731613,yes
55,0.9595475158028619,yes
55,0.9340077626009757,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
65,1.0,yes
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
0,0.0,no
5,0.3140948330635906,no
5,0.31732279772747324,no
5,0.29523989782634225,no
5,0.3264656740718478,no
5,0.31267117333187056,no
5,0.310328968375462,no
5,0.30629204399791365,no
5,0.32337918042031666,no
5,0.32378409792520346,no
5,0.32176185411645936,no
5,0.3193337375582941,no
5,0.31252275391787293,no
5,0.3324542216271222,no
5,0.3223687291391268,no
5,0.2973013720469247,no
5,0.31718011978537275,no
5,0.316181822969715,no
5,0.3261136078978004,no
5,0.2959307944481076,no
