lum,pscale,CE
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
5,0.1600756621873054,yes
5,0.14403879191759175,yes
5,0.15193249775039022,yes
5,0.1537778263251956,yes
5,0.15309865373907736,yes
5,0.15131859564664332,yes
5,0.16480198852264977,yes
5,0.17512714525454817,yes
5,0.17721788234698793,yes
5,0.20233873546543313,yes
5,0.16135399988980384,yes
5,0.17070989823052732,yes
5,0.15673095492705966,yes
5,0.1339433660531749,yes
5,0.1418500008447705,yes
5,0.1402283564326163,yes
5,0.1860915440255219,yes
5,0.19881703888783495,yes
5,0.149983967146138,yes
5,0.1705402786622655,yes
5,0.16363082393548906,yes
5,0.16970988899818235,yes
5,0.19442396673444703,yes
5,0.14955213414403273,yes
5,0.17078670995021203,yes
5,0.1784348508725709,yes
5,0.16883587921172924,yes
5,0.18485550059474226,yes
5,0.16033440200667276,yes
5,0.15659584770663626,yes
5,0.1991289955614229,yes
5,0.12836013434567886,yes
5,0.1538974189639425,yes
5,0.14405045251441928,yes
5,0.1779769620590486,yes
5,0.15161926098402012,yes
5,0.14581421261352523,yes
