lum,pscale,CE
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
1,0.0,yes
5,0.24268397093937155,yes
5,0.042783073106589645,yes
5,0.09052843162745142,yes
5,-0.0024901036864812716,yes
5,0.043182531640631364,yes
5,0.06649413880537333,yes
5,0.22334121245031702,yes
5,0.01113402313179248,yes
5,0.04656771231047064,yes
5,0.02549178150573973,yes
5,0.22868658762144445,yes
5,0.044871385612012926,yes
5,0.06915226131864682,yes
5,0.026790316091022077,yes
5,0.046445583184482005,yes
5,0.010951812311231768,yes
5,0.046233702650985704,yes
5,0.027323366418625726,yes
5,0.22763531635748313,yes
5,0.24406142762162034,yes
5,0.22856430879079934,yes
5,0.0646737216033571,yes
5,0.23125411196487017,yes
5,0.044675610573094104,yes
5,0.06780689262168808,yes
5,0.045825364986312095,yes
5,0.06642038865812709,yes
5,0.011086158747021747,yes
5,0.02616612498340506,yes
5,0.229098902902877,yes
5,0.22356905590984488,yes
5,0.0670352194817045,yes
5,0.06796335876828062,yes
5,0.010962237454222833,yes
5,0.136456099821381,yes
5,0.236149745605734,yes
5,0.010693616903193549,yes
