"","pscale","up_std","low_std"
"R1",0,0,0
"R2",1.55383431692359,2.38038507434994,1.06942708598391
"R3",3.36987701917623,7.87237575241408,2.79696251759922
"R4",5.43410665192388,10.6545761232157,4.81143169223
"R5",6.91505198016851,12.3383646743424,6.21530314549045
"R6",13.5627346929585,22.5641177285499,12.8368288762063
"R7",15.3980333132691,24.8524763947293,14.7284460980162
"R8",17.0142627715214,26.6421392483559,16.3413157202909
"R9",19.8345985403735,30.3282570196605,19.2035053595603
"R10",20.6655062706777,31.9539709171522,20.0201125771709
