"","pscale","up_std","low_std"
"R1",0.253347091748022,1.28155156539088,-0.524400510012874
"R2",5.57696322238273,6.71152954298676,5.32565576858941
"R3",7.19928476574655,12.1395809738791,6.51351115012533
"R4",8.86686725939422,14.1567416231851,8.11375244097996
"R5",9.47591175826703,14.8423821685382,8.74315449135726
"R6",11.0478135951693,16.6185895374438,10.2858647123111
"R7",12.793729650328,21.0788354403149,12.0190959227024
"R8",14.3902454940792,24.4425294046153,13.5884446297173
"R9",15.7741362678043,26.0012778696712,14.9954551085945
"R10",16.0932235062876,26.3846817739217,15.3053214124231
