"","pscale","up_std","low_std"
"R1",6.84901996861174,12.2316312042486,6.03563012461586
"R2",13.1449339639122,19.2821969743419,12.4753311674763
"R3",19.4837596790041,25.8539783793336,19.0892458535446
"R4",26.5052326976985,37.0586945632734,25.8051144121461
"R5",32.1401008254334,42.9772457242295,31.6022686170006
"R6",38.0860254468317,49.4186148898492,37.6614112156829
"R7",39.8809985290239,55.0740916481572,39.43675547501
"R8",41.3818802095751,57.4991753061488,40.9295323192667
"R9",42.9074720795145,62.1388285414415,42.5221545357902
"R10",43.6152245171422,63.0574957720459,43.2186034862636
