lum,slope,obs,background
220.5,0.0022636183646214192,sub5,variegated
261.5,0.007653663061326575,sub5,variegated
296.5,5.446539276935284e-14,sub5,variegated
32.5,0.011705140798875168,sub5,homogeneous
50.0,0.005506678862065734,sub5,homogeneous
74.5,0.0012518238903031957,sub5,homogeneous
104.5,0.003842086021663752,sub5,homogeneous
137.5,0.005079825822600676,sub5,homogeneous
177.0,0.004250564342655263,sub5,homogeneous
220.5,0.0021333890778436433,sub5,homogeneous
261.5,0.000456971123201584,sub5,homogeneous
296.5,0.0027259810408127466,sub5,homogeneous
32.5,0.009853330170430417,sub6,variegated
50.0,0.009414621348223936,sub6,variegated
74.5,0.00605111729646516,sub6,variegated
104.5,0.0034791102363504593,sub6,variegated
137.5,0.0033416380311287464,sub6,variegated
177.0,0.002379215417866903,sub6,variegated
220.5,0.0021516099727084785,sub6,variegated
261.5,0.0004650395506269732,sub6,variegated
296.5,0.0015572329283272518,sub6,variegated
32.5,0.005368565039909629,sub6,homogeneous
50.0,0.006516382276817537,sub6,homogeneous
74.5,0.0024730830747494103,sub6,homogeneous
104.5,0.0031390365077504276,sub6,homogeneous
137.5,0.005591084932663417,sub6,homogeneous
177.0,0.005247859525086054,sub6,homogeneous
220.5,0.0030250153609525654,sub6,homogeneous
261.5,0.0013072554424896404,sub6,homogeneous
296.5,0.0004019975300627874,sub6,homogeneous
32.5,0.02585759532098363,sub7,variegated
50.0,0.00328837181046551,sub7,variegated
74.5,0.0017368250715823676,sub7,variegated
104.5,0.0032027825904084647,sub7,variegated
137.5,0.0014967017963105718,sub7,variegated
177.0,0.005617027195154639,sub7,variegated
220.5,0.0009828015104084232,sub7,variegated
261.5,0.0007214049079668708,sub7,variegated
296.5,0.0008640461542400007,sub7,variegated
32.5,0.004892080368356346,sub7,homogeneous
50.0,0.006873104743685203,sub7,homogeneous
74.5,0.00464642146166833,sub7,homogeneous
104.5,0.004746703800882423,sub7,homogeneous
137.5,0.005673202854231578,sub7,homogeneous
177.0,0.004637375387756351,sub7,homogeneous
220.5,0.0017497497563372507,sub7,homogeneous
261.5,0.0003771384987604409,sub7,homogeneous
296.5,0.0004744645629571099,sub7,homogeneous
32.5,0.012415006276754311,test,variegated
50.0,0.0043801334930231774,test,variegated
74.5,0.006051319974513031,test,variegated
104.5,0.005811268764468614,test,variegated
137.5,0.0015337338573833254,test,variegated
177.0,0.004188623895652921,test,variegated
220.5,0.0016785499490520922,test,variegated
261.5,0.0008600317290537437,test,variegated
296.5,0.0008656646248172901,test,variegated
32.5,0.012173863051085797,test,homogeneous
50.0,0.008830180771534416,test,homogeneous
74.5,0.0017100782795144748,test,homogeneous
104.5,0.0024456143101924174,test,homogeneous
137.5,0.0030324915100659487,test,homogeneous
177.0,0.004319916173149799,test,homogeneous
220.5,0.0009687360371792594,test,homogeneous
261.5,0.0022553020997897752,test,homogeneous
296.5,0.002888909003862298,test,homogeneous
