"","pscale","up_std","low_std"
"",0,0,0
"S2",1.2454403684785,1.72216136640105,0.917478282221906
"S3",2.67534310209262,3.3682734900163,2.28385160984337
"S4",3.83562429209354,4.75284672381672,3.35930401098262
"S5",5.51836895869337,6.81693391350129,4.85952850730612
"S6",6.91533776854844,8.52630981479867,6.113067892495
"S7",10.2333939714322,12.6037598006347,9.1025494730034
"S8",11.3192055716312,13.823297365796,10.0921039580732
"S9",11.5825039622264,14.1319077060977,10.2993696431054
"S10",11.5739095556305,14.2125182754993,10.2288505359024
