"","pscale","up_std","low_std"
"",0,0,0
"S2",1.76235165302602,2.63454641263711,1.26212592655229
"S3",4.57153078701079,6.16616277239789,3.90001248521032
"S4",7.07142780334065,9.44801907737664,6.07964939666584
"S5",9.74345422112291,12.9670027128137,8.46736373368969
"S6",12.7429493835511,16.8864115581084,11.0311189498798
"S7",15.5645639222458,20.5863265094032,13.524289367617
"S8",17.0548618461589,22.6742252866653,14.8291665366183
"S9",17.8614692400203,23.6553936181313,15.5137868372529
"S10",17.5349876342202,23.4254454018328,15.1580275785411
