"","pscale","up_std","low_std"
"R1",0,0,0
"R2",2.23913231183729,7.3143586697318,1.63880810582092
"R3",8.73721814037099,18.1371484871378,8.19955790218382
"R4",11.2994174780588,24.7396375573244,10.7648667767406
"R5",12.3694814781424,25.9413598483693,11.8072590459769
"R6",13.762394557977,27.2913433868416,13.2085306857433
"R7",20.5363090648564,35.1552590059504,19.8874327197325
"R8",21.8422732261874,36.6513311124957,21.2352641148473
"R9",24.1279140813395,39.8280198574545,23.4978438378084
"R10",25.5777923132179,44.3726903706641,24.9831198190674
