"","pscale","up_std","low_std"
"R1",30.6278877897822,32.0757295913014,29.840781827627
"R2",31.7982880507363,37.1309115749991,31.0740272235537
"R3",37.7901688423663,43.066080945678,37.1300890716658
"R4",43.8032908035778,49.393834452096,43.1734889507569
"R5",53.9657425432546,59.4315467212206,50.0855673946445
"R6",60.5289235601991,66.2152696912406,56.1121237410689
"R7",67.7501257085578,73.5689530926301,66.4939521866243
"R8",73.6929492051828,79.5081462594253,72.2725109301082
"R9",79.6842279309018,85.5209116848743,78.1646582096546
"R10",80.7182803220781,86.9366437970161,78.9952674471085
