"","pscale","up_std","low_std"
"R1",-0.841621233518057,-5.69824144965294e-12,-6.17500857705198
"R2",5.87727645427791,6.22492747287691,5.84177155959663
"R3",7.82076348158604,13.2517353952264,7.15921775602267
"R4",13.6693344772873,19.927329973507,13.1336719289852
"R5",19.5123459395507,25.8859310758805,19.1148455078343
"R6",25.748081645462,34.9075224691837,25.1823764598359
"R7",32.1401008226923,43.2723447129082,31.4340792165498
"R8",38.3383106639909,50.4907368758783,37.8209030309611
"R9",39.0093902111821,51.3073810301797,38.502972087957
"R10",40.3621978475917,55.4215752542612,39.8643307198742
