"","pscale","up_std","low_std"
"R1",36.4587405913321,42.9720691789208,35.4750080839825
"R2",37.088053570955,43.5960838402271,36.2026382231496
"R3",46.1991957260119,53.2119462854967,42.571172608654
"R4",47.5492680491061,55.3876854601461,44.9961714820351
"R5",49.1498174172192,60.6143227419634,48.4561675776443
"R6",54.9093539295911,66.5944043116759,54.3061312774224
"R7",61.4925325172031,74.2199386116616,60.699521386033
"R8",67.2752801811223,80.2058963482611,66.5258805093221
"R9",73.0694700096945,86.1659320314063,72.3270758399254
"R10",74.8760064422483,88.9717154790383,74.0071547558325
