lum,pscale,up_std,low_std,obs,background
60,0.23550012503176093,0.3547193455006767,0.22676900090494886,sub4,homogeneous
89,0.3272124452899654,0.45607864118004476,0.3137189016026441,sub4,homogeneous
120,0.47294510145681296,0.644967088664565,0.45803201229994184,sub4,homogeneous
155,0.622114606919164,0.8101734507886484,0.606965457832727,sub4,homogeneous
199,0.7779805301000329,1.0188869389769237,0.7641914650452762,sub4,homogeneous
242,0.8596077029235701,1.1069293821751394,0.847179986243488,sub4,homogeneous
281,0.9290036288958523,1.1781531464224833,0.9165555050485584,sub4,homogeneous
312,1.0,1.2509957053975738,0.9875455379823971,sub4,homogeneous
25,0.0,0.0,0.0,sub5,variegated
40,0.11222616098110154,0.21795339424803262,0.08292308225233064,sub5,variegated
60,0.23970775693269733,0.5262508238489976,0.20393873875387936,sub5,variegated
89,0.34205796925017995,0.6411805816142663,0.3070982733182728,sub5,variegated
120,0.4431491736388417,0.7511253006056298,0.4059708072729392,sub5,variegated
155,0.52256530835687,0.8366703863201135,0.48930652877050623,sub5,variegated
199,0.6041715509278541,0.9233498530233026,0.5694551986621132,sub5,variegated
242,0.7015071406065752,1.1884074557907385,0.6648108692362268,sub5,variegated
281,0.9999999999983115,1.510089507957562,0.9651050603939634,sub5,variegated
312,1.0,1.509110854646432,0.9651590289343582,sub5,variegated
25,0.0,0.0,0.0,sub5,homogeneous
40,0.17557711198312753,0.1901821280335738,0.1687183988430445,sub5,homogeneous
60,0.2857106892244422,0.3670574749699929,0.2738852875600926,sub5,homogeneous
89,0.32201358204323494,0.4577468459367692,0.3094330090691753,sub5,homogeneous
120,0.44111824871481115,0.6316788770190802,0.4258272046367272,sub5,homogeneous
155,0.6189121525058349,0.8206469101011088,0.6002772570322749,sub5,homogeneous
199,0.8059369835826664,1.0224880915803862,0.7870968522985521,sub5,homogeneous
242,0.8976727139299431,1.1300898922850484,0.8808179114521132,sub5,homogeneous
281,0.9154945877348049,1.186157511925149,0.8999453825569433,sub5,homogeneous
312,1.0,1.2705069615683575,0.984633525906869,sub5,homogeneous
25,0.0,0.0,0.0,sub6,variegated
40,0.14779995255645625,0.2316453799015614,0.10467815105222042,sub6,variegated
60,0.33609237952093496,0.7356671712324376,0.27523647298733533,sub6,variegated
89,0.5115747811184246,1.1617949845563638,0.4494198440508213,sub6,variegated
120,0.6194271984452888,1.254701815312504,0.5579273267950585,sub6,variegated
155,0.736384529534795,1.3962793966486158,0.6770620039613344,sub6,variegated
199,0.8410700079209387,1.5073893402007699,0.7818268282749391,sub6,variegated
242,0.9335892367474032,1.6049539523874234,0.8789144655055761,sub6,variegated
281,0.9517257792218552,1.6270218918440378,0.893607393493752,sub6,variegated
312,1.0,1.6665703809126005,0.9441834251717928,sub6,variegated
25,0.0,0.0,0.0,sub6,homogeneous
40,0.08052847559864444,0.13111504406046517,0.0447164702976329,sub6,homogeneous
60,0.21085612113499522,0.28006376630641794,0.17329914269856778,sub6,homogeneous
89,0.28257553030272814,0.35583984846797717,0.24406543453575524,sub6,homogeneous
120,0.37988566204299135,0.461161497938188,0.3382486808746422,sub6,homogeneous
155,0.5755736346862109,0.9294568195239659,0.5310701631583349,sub6,homogeneous
199,0.8064794537899973,1.4765282120112073,0.7548200426222907,sub6,homogeneous
242,0.9365551143109575,1.6211959593601428,0.8854138409270216,sub6,homogeneous
281,0.9875380765680535,1.681450872168975,0.9323344200449576,sub6,homogeneous
312,1.0,1.6946058860360171,0.9472387220332877,sub6,homogeneous
25,0.0,0.0,0.0,sub7,variegated
40,0.38786392981475437,0.4095272167570084,0.3788498408443415,sub7,variegated
60,0.4536313660240646,0.6288094422890629,0.43369863462214153,sub7,variegated
89,0.5039992930999533,0.6879862452011215,0.4821937169719484,sub7,variegated
