"","pscale","up_std","low_std"
"R1",-0.253347100657749,0.524400511475279,-1.28155156545915
"R2",5.5764436806654,6.09445422590984,5.49504088559806
"R3",12.0579727414568,16.875610809733,11.4613242527558
"R4",13.4715957320124,18.5229660530909,12.8278288178302
"R5",15.0874498998433,20.6351742137973,14.3421080734809
"R6",17.1583897475401,26.8539569225441,16.3315727048764
"R7",19.4189593455884,30.254050077602,18.5261182710442
"R8",24.9085723498183,38.3818993882144,24.0624816922553
"R9",26.2333842816016,40.0723563563106,25.3041061624027
"R10",27.6939563536818,41.671829637686,26.8325243813434
