"","pscale","up_std","low_std"
"",0,0,0
"S2",2.71621729440593,3.34735821879724,2.30872130361991
"S3",4.84489290153076,5.83173158469304,4.2972814492521
"S4",6.68569536307319,7.98922072083403,5.99372615379246
"S5",7.90760150027284,9.4329935215052,7.09633281470245
"S6",9.30518277794255,11.1092695897102,8.37003553416307
"S7",10.791914222218,12.818747834098,9.69787059421597
"S8",12.0892295662289,14.3717134475205,10.8889687861933
"S9",13.0925728103791,15.5632386967462,11.7758770749131
"S10",14.1167678407457,16.7972322622475,12.7064012315676
