"","pscale","up_std","low_std"
"",0,0,0
"S2",0.702552262134479,1.1083237525981,0.383681081434557
"S3",1.75236180017719,2.33503509600314,1.41373604507306
"S4",2.83484665068964,3.6681183984935,2.39752673606735
"S5",4.28113751156951,5.41436418385005,3.69006985980778
"S6",6.47011010174431,8.18432272663433,5.62617972229086
"S7",10.1056492725077,12.6911754807744,8.86986042027061
"S8",12.0161209592916,15.0827399215819,10.5589388707513
"S9",12.8565703687459,16.117718849897,11.3153271169271
"S10",12.3374691362561,15.6200117789388,10.7463067959894
