"","pscale","up_std","low_std"
"",0,0,0
"S2",1.47962408893738,1.9264929866981,1.13299442923714
"S3",3.23380306178027,3.86673836587048,2.81822291097677
"S4",4.72999013658058,5.57985836866805,4.20166093058747
"S5",5.95376399971422,7.01239976262703,5.32291528200205
"S6",7.10781595336582,8.34968414168662,6.35507493909048
"S7",8.27702563113848,9.6987331523516,7.42097016276952
"S8",9.26497690774941,10.8670775528137,8.32893262535104
"S9",9.90950783703043,11.6211282848952,8.90319845468902
"S10",10.0026221219193,11.764041747034,8.95262208078051
