"","pscale","up_std","low_std"
"R1",0,0,0
"R2",12.6255591975568,13.6757900200338,12.1323565939196
"R3",20.545144976098,26.3947038813619,19.6947932015314
"R4",23.1556465223945,32.9160779306187,22.2509912001311
"R5",31.7203335865704,45.4233411494831,30.620771234623
"R6",44.5052998724608,59.0118269217761,43.1652848028182
"R7",57.9540521016267,73.5260067968632,56.5992787480236
"R8",64.5506687161086,81.263535277745,63.3386581980895
"R9",65.8322202816469,85.2952968373053,64.7140938457427
"R10",71.9089125852012,91.3607740383086,70.8039261428955
