"","pscale","up_std","low_std"
"R1",-1.35265873492659,-0.615379250840122,-5.71436397495029
"R2",1.04093256448763,2.29533344895631,0.45220137727251
"R3",1.95459303124747,4.1159945626516,1.34661850997689
"R4",4.14872477906558,9.30206908548081,3.45577973235235
"R5",5.30364653121145,10.5350497145984,4.61114729900536
"R6",6.58276154849807,11.8750773929336,5.86143620983731
"R7",7.47753725704212,12.897311768557,6.7846823228866
"R8",8.62606866834457,14.1452179294174,8.00689102338072
"R9",9.57203564040172,15.14297010897,8.92089457059067
"R10",10.1723157065448,15.8151986337829,9.5415014715195
