lum,slope,obs,background
76.0,-0.06702777777777709,sub1,variegated
83.0,4.136493055555554,sub1,variegated
93.0,2.8866666666666663,sub1,variegated
105.0,0.6760493827160516,sub1,variegated
118.0,2.0191005291005277,sub1,variegated
134.5,2.270593149540519,sub1,variegated
151.5,3.3787301587301592,sub1,variegated
167.5,0.90862745098039,sub1,variegated
182.0,2.4641666666666686,sub1,variegated
76.0,1.0957777777777764,sub1,homogeneous
83.0,0.28641666666666765,sub1,homogeneous
93.0,1.757638888888889,sub1,homogeneous
105.0,0.3995277777777784,sub1,homogeneous
118.0,1.055095238095239,sub1,homogeneous
134.5,4.4498245614035055,sub1,homogeneous
151.5,1.4917777777777814,sub1,homogeneous
167.5,1.1019607843137231,sub1,homogeneous
182.0,1.7569444444444475,sub1,homogeneous
76.0,0.4526666666666663,sub2,variegated
83.0,0.9012592592592594,sub2,variegated
93.0,2.709604938271605,sub2,variegated
105.0,4.071416666666667,sub2,variegated
118.0,2.2547857142857137,sub2,variegated
134.5,2.7601754385964896,sub2,variegated
151.5,2.304222222222222,sub2,variegated
167.5,1.8664705882352934,sub2,variegated
182.0,1.916944444444449,sub2,variegated
76.0,1.2012222222222206,sub2,homogeneous
83.0,1.745708333333333,sub2,homogeneous
93.0,1.0704444444444452,sub2,homogeneous
105.0,1.4936666666666636,sub2,homogeneous
118.0,1.5750000000000008,sub2,homogeneous
134.5,3.8671929824561415,sub2,homogeneous
151.5,1.1306666666666692,sub2,homogeneous
167.5,0.7941176470588202,sub2,homogeneous
182.0,1.3613888888888919,sub2,homogeneous
76.0,2.1266666666666665,sub3,variegated
83.0,1.8458333333333314,sub3,variegated
93.0,2.4447500000000013,sub3,variegated
105.0,2.117722222222221,sub3,variegated
118.0,1.3257380952380962,sub3,variegated
134.5,1.9931578947368394,sub3,variegated
151.5,1.532666666666669,sub3,variegated
167.5,0.7223529411764706,sub3,variegated
182.0,2.1808333333333323,sub3,variegated
76.0,0.6351111111111057,sub3,homogeneous
83.0,1.485708333333335,sub3,homogeneous
93.0,1.0444444444444443,sub3,homogeneous
105.0,1.3338333333333334,sub3,homogeneous
118.0,1.0783333333333351,sub3,homogeneous
134.5,2.438947368421053,sub3,homogeneous
151.5,0.9144444444444427,sub3,homogeneous
167.5,0.9780392156862744,sub3,homogeneous
182.0,0.3661111111111121,sub3,homogeneous
76.0,2.5579444444444435,sub4,variegated
83.0,1.5124999999999984,sub4,variegated
93.0,2.2199999999999993,sub4,variegated
105.0,3.4382222222222225,sub4,variegated
118.0,1.0065238095238098,sub4,variegated
134.5,1.3100000000000007,sub4,variegated
151.5,2.8124444444444427,sub4,variegated
167.5,0.22686274509804186,sub4,variegated
182.0,1.639722222222223,sub4,variegated
76.0,0.8274444444444479,sub4,homogeneous
83.0,1.3267499999999988,sub4,homogeneous
93.0,1.1952777777777754,sub4,homogeneous
105.0,1.3812777777777778,sub4,homogeneous
118.0,1.3140000000000012,sub4,homogeneous
134.5,3.9335964912280676,sub4,homogeneous
151.5,2.5933333333333377,sub4,homogeneous
167.5,0.5262745098039194,sub4,homogeneous
182.0,3.2619444444444454,sub4,homogeneous
76.0,1.4819999999999969,sub5,variegated
83.0,2.7987083333333365,sub5,variegated
93.0,2.0429166666666667,sub5,variegated
105.0,2.6491944444444435,sub5,variegated
118.0,2.1831190476190474,sub5,variegated
134.5,1.3654385964912263,sub5,variegated
151.5,2.967111111111113,sub5,variegated
167.5,-0.9886274509803925,sub5,variegated
182.0,0.8438888888888911,sub5,variegated
76.0,1.6422777777777806,sub5,homogeneous
83.0,0.8257499999999993,sub5,homogeneous
93.0,0.8956388888888883,sub5,homogeneous
105.0,0.956666666666667,sub5,homogeneous
118.0,1.3158571428571417,sub5,homogeneous
134.5,2.3721228070175457,sub5,homogeneous
151.5,0.8964444444444439,sub5,homogeneous
167.5,0.4392156862745099,sub5,homogeneous
182.0,1.9194444444444467,sub5,homogeneous
76.0,1.7454444444444437,sub6,variegated
83.0,1.4767083333333346,sub6,variegated
93.0,2.9767222222222216,sub6,variegated
105.0,1.3355277777777783,sub6,variegated
118.0,2.5390714285714284,sub6,variegated
134.5,1.6254385964912277,sub6,variegated
151.5,0.8595555555555544,sub6,variegated
167.5,1.8409803921568653,sub6,variegated
182.0,-2.356944444444449,sub6,variegated
76.0,1.2124999999999986,sub6,homogeneous
83.0,0.6803749999999997,sub6,homogeneous
93.0,1.9894722222222232,sub6,homogeneous
105.0,0.9715000000000001,sub6,homogeneous
118.0,3.347976190476191,sub6,homogeneous
134.5,1.068070175438596,sub6,homogeneous
151.5,1.303555555555556,sub6,homogeneous
167.5,-0.6074509803921561,sub6,homogeneous
182.0,0.09499999999999886,sub6,homogeneous
76.0,1.4588333333333316,sub7,variegated
83.0,1.9576666666666673,sub7,variegated
93.0,1.4708333333333339,sub7,variegated
105.0,2.8088888888888888,sub7,variegated
118.0,1.612880952380954,sub7,variegated
134.5,2.14615789473684,sub7,variegated
151.5,1.398444444444446,sub7,variegated
167.5,1.9033333333333342,sub7,variegated
182.0,3.4491666666666654,sub7,variegated
76.0,1.0877777777777784,sub7,homogeneous
83.0,0.9187083333333366,sub7,homogeneous
93.0,0.7475833333333313,sub7,homogeneous
105.0,1.7786666666666673,sub7,homogeneous
118.0,1.955452380952379,sub7,homogeneous
134.5,3.7357894736842114,sub7,homogeneous
151.5,2.125111111111115,sub7,homogeneous
167.5,0.04764705882352788,sub7,homogeneous
182.0,1.1247222222222224,sub7,homogeneous
76.0,1.602883333333333,test,variegated
83.0,2.4131250000000004,test,variegated
93.0,2.423583333333333,test,variegated
105.0,3.3110833333333325,test,variegated
118.0,2.3013571428571455,test,variegated
134.5,2.763333333333332,test,variegated
151.5,3.60288888888889,test,variegated
167.5,2.1519607843137227,test,variegated
182.0,1.2630555555555578,test,variegated
76.0,1.189,test,homogeneous
83.0,1.4662083333333342,test,homogeneous
93.0,1.0318333333333314,test,homogeneous
105.0,1.8165833333333374,test,homogeneous
118.0,0.9026190476190438,test,homogeneous
134.5,2.9785964912280702,test,homogeneous
151.5,2.203333333333334,test,homogeneous
167.5,0.3411764705882343,test,homogeneous
182.0,2.7141666666666686,test,homogeneous
