"","pscale","up_std","low_std"
"",0,0,0
"S2",1.23787960337165,1.55910246852253,0.974001121914544
"S3",2.52357235656908,2.94340477812414,2.21275878109253
"S4",3.20274490272394,3.71168595596978,2.83795178054813
"S5",3.66903364274873,4.23506298746131,3.25665624441115
"S6",4.22887529760035,4.86089276217877,3.78350506934457
"S7",4.71645367343852,5.40724815145057,4.2312195650872
"S8",5.01678995565476,5.75040911704321,4.49398503471091
"S9",5.12764644071241,5.89316423372338,4.57600302452383
"S10",4.89516708265955,5.70182594521053,4.30862901259415
