"","pscale","up_std","low_std"
"",0,0,0
"S2",1.93214869795914,2.57582746936438,1.54779457689307
"S3",3.74832277967963,4.84125559220031,3.20252733641785
"S4",5.34905049535576,6.80288410244869,4.63152586604751
"S5",6.67850689380369,8.49230839313289,5.77492256223912
"S6",8.91257821636794,11.3234866131078,7.76033386840255
"S7",13.3262033549332,16.8459361630087,11.6790521241299
"S8",15.2275431280678,19.266874168379,13.3275289407838
"S9",16.4208910422862,20.8231645635031,14.3361592839968
"S10",17.0935244225935,21.7494350533718,14.8574930464816
