"","pscale","up_std","low_std"
"",0,0,0
"S2",0.229283468031534,0.453924833553162,0.00756918307738528
"S3",0.749165668739111,0.990038159569683,0.530372656686599
"S4",1.41822550091129,1.71159495863162,1.18616488777809
"S5",1.80222981929243,2.13217456630991,1.54415848591279
"S6",2.20624753714398,2.57790929314393,1.92963081228067
"S7",3.08653189333267,3.53919379990453,2.75415821911317
"S8",3.44442366216002,3.95516115201211,3.06788537624625
"S9",3.69592706132241,4.256677266226,3.2770790621232
"S10",3.88067373401597,4.51257528531874,3.41300721567076
