"","pscale","up_std","low_std"
"",0,0,0
"S2",0.807034549100056,1.11082178841598,0.528688865586721
"S3",1.62829744981291,1.9943520954684,1.34231453057484
"S4",2.44026771707559,2.89829182212293,2.10761501510952
"S5",3.29507688129001,3.86870439648608,2.91798115784784
"S6",4.27285877897973,4.95651767087611,3.82337820011388
"S7",5.06220916417112,5.85780333347506,4.54667728778644
"S8",5.99742189232636,6.92594486609188,5.40949646023151
"S9",6.70316016378146,7.73942566928148,6.04104505797529
"S10",7.00605994928554,8.12018858072434,6.29552394011503
