,background,O1_dist,O2/MM_dist,O3/GA_dist,O4/MK_dist,O5_dist,O6_dist,O7_dist,O8_dist
0,plain,0.7986024518424941,0.7611104004513608,0.3053250653900894,0.6019429034139622,0.848859857828892,1.1660828920381392,0.6473484224089473,0.2521883118064815
1,dark,1.7860436555661316,1.2364509540038102,0.3275240613560363,0.9893451072836543,1.283236733951612,1.7109899183342199,0.7396827487137304,0.959137317918516
2,light,2.6103706752440647,1.154203303420234,0.5033974636664144,1.0337898447866882,1.7590682966300508,1.7790823161743452,1.2273927495606785,1.3825739148544085
