"","pscale","up_std","low_std"
"R1",0,0,0
"R2",6.84901996833142,11.970565982655,6.29400443160658
"R3",13.6693344769771,19.8119776223856,13.1856791185742
"R4",25.2236811329527,31.7686221277473,24.8393448155363
"R5",32.3934479256221,43.4033942372328,31.832734961504
"R6",39.1069058195672,51.2588160430441,38.6950453238472
"R7",42.6629072763066,61.9203817465341,42.2848998223422
"R8",44.7214671565526,64.77656158054,44.3809843862095
"R9",50.5322001282474,70.7474066030576,50.2072932246655
"R10",51.3738213617334,72.2198841551145,50.9640876228448
