"","pscale","up_std","low_std"
"R1",-0.202666248345539,0.422540953497651,-0.918817282527918
"R2",0.51101692810797,1.19601470024027,-0.0725538187380949
"R3",2.33402273489089,6.4348766248814,1.69372976273737
"R4",5.03956708270316,10.5030390726125,4.22281024889391
"R5",6.70151248672024,14.2797423733842,5.93555599035435
"R6",7.63089771548938,15.184896781118,6.9039200749361
"R7",9.8477951718219,17.6529604410789,9.15808436222338
"R8",10.7793908519119,18.5163721626632,10.0991084795365
"R9",11.1611090817741,18.9565893844381,10.4700636795496
"R10",11.602385359681,19.401689834056,10.9120452944408
