"","pscale","up_std","low_std"
"",0,0,0
"S2",0.924038328623998,1.36455341261204,0.556452506221584
"S3",2.3779723793129,3.03062636601289,1.96509102187405
"S4",4.10956989431339,5.07025271597348,3.56054613393396
"S5",6.21432583548922,7.61194445913164,5.44800698218244
"S6",7.94694004897059,9.72123061727461,6.99176395980249
"S7",10.3756376524177,12.6314061071807,9.16350563773031
"S8",11.7885680067462,14.3363126825324,10.4574643494521
"S9",12.4603664594872,15.1668753101155,11.0042012321572
"S10",12.8247600625529,15.6929722927647,11.2701599464841
