"","pscale","up_std","low_std"
"",0,0,0
"S2",0.640132334150366,0.964184386674359,0.350705423102597
"S3",1.58623151241037,1.98221738503895,1.28314117724712
"S4",2.53551505709276,3.04916826442265,2.19295024224944
"S5",3.81264192782677,4.49213114609714,3.38386240553487
"S6",4.87609335382811,5.70487561978142,4.35085308964707
"S7",5.82525463813479,6.81029454674597,5.20699094363682
"S8",7.27094214339046,8.47300716346262,6.53238652874088
"S9",7.92946957944047,9.23960285021933,7.11687663937859
"S10",8.28417726474707,9.7064803143235,7.40482635798563
