"","pscale","up_std","low_std"
"",0,0,0
"S2",-0.672950643071697,-0.350117515255461,-1.08603855026693
"S3",-0.527324059705356,-0.172283012222962,-0.958678997631212
"S4",-0.0797527769010534,0.350476115661366,-0.499043229651817
"S5",0.823989907947556,1.38979791841023,0.401493139177237
"S6",2.30520996516391,3.16628347638644,1.82158254708586
"S7",4.66005889906119,6.11220859292344,3.99477255004241
"S8",6.87387937580062,8.88090349562825,5.96890241536924
"S9",7.24759226487055,9.44231828173774,6.25279208427771
"S10",7.55609022725522,9.87755486422861,6.44284746743778
