"","pscale","up_std","low_std"
"",0,0,0
"S2",1.24226178856844,1.58895800380495,0.944606780953941
"S3",2.51043858597226,2.98725240655664,2.18058707660289
"S4",3.52065634755356,4.1384427141474,3.13475172408976
"S5",4.51865089302868,5.25842063699219,4.06747599556279
"S6",5.44628918527989,6.32615485677577,4.90542682471289
"S7",6.44293882345603,7.45472578498528,5.81557673991062
"S8",7.38497032984849,8.52991033974397,6.68542423875454
"S9",8.14316903181886,9.39970192517104,7.35359710613179
"S10",8.67445991756577,10.038828825338,7.84459784267952
