"","pscale","up_std","low_std"
"",0,0,0
"S2",1.27202714033105,1.64654226444906,0.980315285361299
"S3",2.17350309846644,2.64701881688985,1.8409931788926
"S4",3.33291791087428,3.94758848277296,2.9179647686354
"S5",4.47654293596836,5.24704834620288,3.98442635630501
"S6",5.66531348349664,6.6291922494903,5.06524581988723
"S7",6.76955003810338,7.88499160651288,6.06992832145635
"S8",8.02218755271034,9.31866150968236,7.22164434652686
"S9",8.68080482649927,10.1063134335971,7.80304960684249
"S10",9.05443048890633,10.5575864856733,8.09367500997914
