"","pscale","up_std","low_std"
"R1",6.24665757693366,6.24716113375311,6.24227683364887
"R2",12.9232953746743,18.3974143332284,12.4443848173302
"R3",18.9685325894614,24.4064690334074,18.6849347974135
"R4",30.9092920286252,36.3323429146892,30.6196939069431
"R5",36.8344223269787,42.239358723595,36.5280425315811
"R6",39.0995208224032,49.4884717431122,38.2093491926809
"R7",69.5962857065027,79.7215327163101,68.570746075445
"R8",75.4674885763048,85.5889068600017,74.4427079151848
"R9",81.3363899458974,91.4657489601106,80.317453964141
"R10",87.245404437995,97.4043362306582,86.2455240974323
