"","pscale","up_std","low_std"
"",0,0,0
"S2",1.42833347545012,1.84925530537355,1.09601323553404
"S3",3.21301025325545,3.83727784012633,2.78953713315278
"S4",4.7235033966834,5.56295651239259,4.18862710093685
"S5",5.8128469148583,6.82517696531168,5.18411640954244
"S6",7.12684788117617,8.3591509317904,6.37391094270686
"S7",8.24527273357409,9.64599886585807,7.39191663551845
"S8",9.34820867397258,10.9069622605268,8.40491199789972
"S9",10.3297552667741,12.0799459833426,9.2781349559926
"S10",10.5284416345425,12.3198585278968,9.41821880343906
