"","pscale","up_std","low_std"
"",0,0,0
"S2",0.372098567556345,0.691725738767851,0.0635173562576704
"S3",1.01437592910755,1.41230432192144,0.701076177811223
"S4",1.82181908884096,2.35606284476588,1.44609104303192
"S5",2.94999782937588,3.76132407399245,2.47819250408308
"S6",5.39147793821346,6.82646177621647,4.63413479395668
"S7",8.49812270801829,10.6823519446566,7.35895061895784
"S8",10.1357069080124,12.7429713580213,8.79017473516902
"S9",10.641606879653,13.4168400924127,9.23662495432758
"S10",10.3982338107803,13.1535195618725,8.94621746127956
