"","pscale","up_std","low_std"
"R1",28.1279359587885,39.6552432228524,26.8415816199109
"R2",28.4710915030488,39.8535488933131,27.1795373877666
"R3",34.2633168977697,45.7956234384464,33.076230227593
"R4",40.0103890153183,51.8179775381723,38.8390641731976
"R5",46.2770714952846,61.2206198685869,45.0885215456126
"R6",52.0014252963394,67.1139959600537,50.8041868733203
"R7",54.637948176308,74.7223630841378,53.2862722586905
"R8",60.4164004864582,80.6808386303691,59.1467270654236
"R9",66.2227976746229,86.7176089055944,65.0707426148878
"R10",67.7893667474661,88.8377729971986,66.716631174813
