"","pscale","up_std","low_std"
"R1",-0.841621233572799,-3.46194851707711e-15,-5.68658571970749
"R2",6.88222255691025,12.0025016498063,5.86106127561863
"R3",8.26097176942331,13.5091525632319,7.46034482441354
"R4",9.65243512830908,15.09811636603,8.88794530257068
"R5",11.432137254211,17.3030351061416,10.6542698886332
"R6",13.7395464294168,23.3462887281142,12.9309392512607
"R7",15.1368270268487,25.2539233486016,14.3577548173317
"R8",15.9337960451893,26.2337479785433,15.1259488893293
"R9",17.0634176144898,27.5413503435152,16.3254821856181
"R10",17.921275343176,28.4607386686001,17.2004332804304
