"","pscale","up_std","low_std"
"R1",0,0,0
"R2",1.73685507341575,2.7221554970504,1.23011391131118
"R3",3.94955305742964,8.64511277980554,3.23441148815327
"R4",6.01171542107017,13.6527074487721,5.28130843570617
"R5",7.27913137739643,14.744491969421,6.55642232206491
"R6",8.65354273790333,16.4082255239472,7.95642052826836
"R7",9.88374275558247,17.7139219455464,9.18755297098744
"R8",10.9709724142955,18.8604418782744,10.3284677843773
"R9",11.1841020213496,19.1197708695365,10.5011301301913
"R10",11.7513912783721,19.5845206390496,11.0954688677473
