"","pscale","up_std","low_std"
"",0,0,0
"S2",0.716896474673352,1.20027465605657,0.368703604594292
"S3",1.53865323922503,2.256098366838,1.13537687935391
"S4",2.74376265602288,3.84214407683778,2.2381393172322
"S5",4.30688479980998,5.92697251758499,3.61368008898514
"S6",6.52697201916964,8.94008041735182,5.50018792537099
"S7",12.541336693394,17.1702054977233,10.7610752319114
"S8",14.7573210152562,20.0471624172868,12.6896746847175
"S9",15.6757561225974,21.3791730741121,13.4011084773296
"S10",17.0650682894444,23.2638822348777,14.5006219825266
