"","pscale","up_std","low_std"
"",0,0,0
"S2",0.077322891627241,0.344454953899132,-0.203510584949167
"S3",0.630608246570571,0.944816464635137,0.361713220244728
"S4",1.18139188247038,1.54101948719903,0.886372540873323
"S5",2.33254162732871,2.80527110503922,2.00292958178039
"S6",3.47902558953657,4.13252673940636,3.05972402650323
"S7",4.05327514241954,4.78402120838601,3.5851910921573
"S8",5.71754256501289,6.72099495849708,5.10599079299233
"S9",6.94779814502568,8.15391356261837,6.21013960364543
"S10",7.81379530836395,9.14294781889852,6.97667177825544
