"","pscale","up_std","low_std"
"R1",-1.04037084666071,-0.368214806533269,-6.00354155796327
"R2",0.689813766762695,5.68462707855685,-3.48991001744258e-15
"R3",11.1858269186404,12.1393223615577,10.4625708351741
"R4",13.2924430321193,18.4043121247348,12.6432044797875
"R5",15.5853189474811,21.6910571757453,14.8036945687895
"R6",17.9808248645747,27.9107043325081,17.1521208619976
"R7",19.8031270899523,33.1647624003084,18.956046207076
"R8",26.0769580734432,39.9839834330556,25.1798693121668
"R9",27.4256950115034,41.3456462900142,26.520333796158
"R10",28.4799514847433,42.4722286279342,27.5725331951625
