"","pscale","up_std","low_std"
"",0,0,0
"S2",0.089669945570932,0.42736976882176,-0.254318751487018
"S3",0.693542509019917,1.10862748610507,0.343201476271802
"S4",1.51044333804189,2.0372205569883,1.13498539884215
"S5",2.74373483084609,3.49499061514286,2.29567163933378
"S6",4.57328917857553,5.67714379677351,3.95637533224921
"S7",6.75105516108149,8.28382653473543,5.92184421275724
"S8",9.1433169236304,11.1880063220768,8.06036783845552
"S9",10.420088573228,12.7875806368382,9.19945098256316
"S10",11.7159958159509,14.3944927100381,10.2907068703077
