"","pscale","up_std","low_std"
"R1",0,0,0
"R2",12.0838306365907,12.4381696271267,12.0564867182313
"R3",20.1840509021991,30.4019937340365,19.4357309011578
"R4",28.0444549686544,39.0892128305338,26.8879614313401
"R5",40.534789527023,55.278308434414,39.2566307548749
"R6",53.3196867363213,69.4376793563187,52.0212959340047
"R7",66.6785150043599,87.325923233045,65.4966931648963
"R8",73.6745495544506,94.8717924967114,72.6094050411088
"R9",79.6222784655961,100.976180266445,78.5553849115618
"R10",85.7071770109547,107.219310362454,84.6397402302358
