"","pscale","up_std","low_std"
"R1",0,0,0
"R2",1.04933137611516,1.70850284437377,0.582680784202224
"R3",2.74757397439936,3.64938855620477,2.25818540007886
"R4",3.68211825524764,4.63679357014673,3.18031002548693
"R5",4.95012405927998,6.00919396083729,4.40757075224333
"R6",7.50004851887514,12.1113456602812,6.92014322856521
"R7",10.5088813461695,19.2399939159988,9.83573013342233
"R8",12.2038404378308,21.1250961146513,11.5374408521276
"R9",12.8681771404191,21.9102515532134,12.1488424152136
"R10",13.0305630190375,22.0816687904242,12.3430538615273
