"","pscale","up_std","low_std"
"",0,0,0
"S2",0.0350074103480654,0.389716316455888,-0.328119672371351
"S3",0.725704841419532,1.17546169639833,0.365665144410953
"S4",1.40821512510582,2.02935458503743,0.989792714840844
"S5",2.88305848416729,3.88940929487255,2.3367133361959
"S6",4.57810837198828,6.29780390245884,3.78983247152173
"S7",8.63173271130506,11.8554936231324,7.31782747529196
"S8",10.1063956613879,13.4692779338247,8.63515605805908
"S9",10.4220717333854,13.9668355272398,8.88824766383046
"S10",10.9043514788601,14.5093265585452,9.23771348658574
