"","pscale","up_std","low_std"
"R1",6.09912850052234,6.2688678090126,6.08454159575614
"R2",8.73565138050819,18.4306427592807,7.84810422645646
"R3",14.6191402749727,24.4637894812173,13.7441921104544
"R4",21.3043878650314,31.7347113540689,20.3406801454046
"R5",23.562707357885,38.7578764032813,22.4144431874755
"R6",27.6364967355175,50.3349992538618,26.5661836893418
"R7",43.8368137479412,64.1590296881313,42.9125399371863
"R8",49.5492427608282,70.0431608808385,48.6277612176325
"R9",55.276071206129,75.9377770165588,54.3547728935231
"R10",61.0195434082849,81.8498225133693,60.0988411845895
