"","pscale","up_std","low_std"
"",0,0,0
"S2",0.948817409459365,1.26162296633678,0.67042134987801
"S3",1.86439383939794,2.25328999060049,1.57292769207465
"S4",2.85134325218481,3.33936120098904,2.5005519698745
"S5",3.5808505297673,4.16313604516872,3.17235049600882
"S6",4.14618115728486,4.80137477976382,3.69145691375542
"S7",4.61195451329018,5.33743878349347,4.11487181177606
"S8",5.01467261116255,5.79366762730604,4.47215380870782
"S9",5.19061870434435,5.99803842418924,4.60890466261247
"S10",4.90740909863513,5.73813282870935,4.2963065403614
