"","pscale","up_std","low_std"
"R1",-0.354301962148985,0.2546050035997,-1.15255384157082
"R2",0.864540871849688,1.6130393231604,0.300469352517576
"R3",2.37768449509776,3.60069538532123,1.77116377722674
"R4",4.94049867290699,10.1662345251829,4.22189177457923
"R5",6.46861302065622,11.8770031366709,5.75295338557095
"R6",12.1803566085503,17.9814501292673,11.619627042555
"R7",14.4465618284518,23.6017246104595,13.730360938016
"R8",16.5031115393366,26.095035758962,15.7889876183338
"R9",17.748031811578,27.4741657085028,17.0281191362421
"R10",18.8202122958521,29.0118475520511,18.0729435118776
