"","pscale","up_std","low_std"
"",0,0,0
"S2",1.76519676519091,2.15921488648689,1.48290115070559
"S3",2.80178966746172,3.32871270936063,2.45474339631714
"S4",3.72239765646887,4.36285964411524,3.3097676375995
"S5",4.79224777807213,5.57159744404397,4.30733958706561
"S6",5.62247278314953,6.52469949084711,5.05902210479295
"S7",6.8343336409012,7.92165667493967,6.17922863407778
"S8",7.78526405439218,9.00253986157536,7.0471051776719
"S9",8.76756628339098,10.1249519555768,7.93795253605278
"S10",9.06655872609907,10.5202398959527,8.18253744498316
