"","pscale","up_std","low_std"
"R1",3.3703034086684,4.3630948651826,2.8153533125174
"R2",3.05195229591722,4.03230899731803,2.5028867836588
"R3",4.03405777226148,5.05091692290899,3.49745510201133
"R4",4.12826393424328,5.13975361946898,3.57797217705684
"R5",5.1188694249245,6.25106301644497,4.55998700830085
"R6",6.05441124147606,7.45448471758956,5.46630686512787
"R7",8.5417725647408,13.9969791802754,7.810491431359
"R8",9.65720610488613,18.2900623653545,8.92534720492358
"R9",10.6766014302118,19.4453843615112,9.96409875470118
"R10",11.0302596168943,19.795863324746,10.3274214807566
