"","pscale","up_std","low_std"
"R1",0,0,0
"R2",12.3988948620696,12.6978490009514,12.3554457412719
"R3",24.9675974211423,30.3981146811334,24.6838445212832
"R4",38.2001587475959,43.4987161390721,37.4114008001885
"R5",51.1394005656454,57.6951923796164,50.1497121909538
"R6",63.7380349849371,73.8642449432029,62.7064330488801
"R7",88.087025671528,98.7135675801677,86.9006990365238
"R8",96.4443396593975,111.452428929685,95.2496992157386
"R9",102.555396498405,117.559527120786,101.366530062556
"R10",108.801970490013,123.805332122896,107.614387121889
