"","pscale","up_std","low_std"
"R1",0.197396261745883,0.947803874037125,-0.550572025488442
"R2",1.64026641237674,3.57267118234814,1.0211271966904
"R3",3.40673436722771,8.10294955806605,2.73937320290267
"R4",4.93752686147823,10.1740759061813,4.24622538626204
"R5",5.58464030709603,10.8227961091498,4.88596519728895
"R6",6.98555349665054,12.3258718484778,6.26384538672694
"R7",8.61830468826511,14.1439227106817,7.93924991469463
"R8",9.36184607636459,14.9824913362253,8.7076591861349
"R9",10.2014318480613,15.8295197198175,9.56025621640289
"R10",11.1276415855111,16.8125140627898,10.4839088595351
