"","pscale","up_std","low_std"
"",0,0,0
"S2",0.142510128588681,0.386399328176873,-0.0975698836845525
"S3",0.33704421524161,0.602080854996759,0.0844843607964419
"S4",0.587066912621526,0.890109078236852,0.32127897036633
"S5",1.25439605319084,1.61607143488241,0.968549335390769
"S6",1.82715165226038,2.25916816943139,1.50185365538581
"S7",3.1540442572705,3.73280756634607,2.75225434830352
"S8",4.00339214115446,4.72123896256025,3.52173668728797
"S9",4.71422471254766,5.56722902888442,4.14512430199877
"S10",5.10536515405956,6.05571940065472,4.46118673978967
