"","pscale","up_std","low_std"
"",0,0,0
"S2",2.9862045003594,3.80112097287143,2.50062361822042
"S3",6.17104463118113,7.60813597244679,5.43535444042878
"S4",8.24276062093886,10.097685851307,7.30053360423623
"S5",9.99839944784844,12.2273984757672,8.83973246769678
"S6",11.7022470536795,14.3089143817753,10.3908084414625
"S7",13.4495197974359,16.4171345467858,11.9453717233216
"S8",14.737349285178,17.9573948480317,13.0888011684198
"S9",15.8769285897199,19.3461751972673,14.1123739898284
"S10",16.3694779664646,20.0132231874875,14.5117631773431
