"","pscale","up_std","low_std"
"",0,0,0
"S2",0.542454069873258,0.804948064418822,0.295936174203201
"S3",1.37971099272531,1.69426231794595,1.1308047494777
"S4",2.12831939130915,2.50481569102229,1.85829770138454
"S5",2.72828307573312,3.17325117088121,2.41689414184945
"S6",3.33725149255884,3.85816613385267,2.98556290399831
"S7",4.07515662709503,4.67677731713091,3.65529442471522
"S8",4.83508766827726,5.53871668758827,4.35226422548181
"S9",5.3102571247803,6.08351364270639,4.76497510527389
"S10",5.5167535752783,6.34293573598186,4.92053057758756
