"","pscale","up_std","low_std"
"",0,0,0
"S2",1.85964335634595,2.62337666705955,1.42687589097329
"S3",3.46543693093817,4.72216640528427,2.88770461950216
"S4",5.74803272622671,7.63521218501811,4.9393447575031
"S5",7.7874100040163,10.426410429373,6.67290523389558
"S6",10.4024579538705,13.821955895339,8.96574443702468
"S7",16.3055646034211,21.6134039157382,14.1293786663989
"S8",18.717106447881,24.7686582456496,16.1932518615966
"S9",20.6840311442468,27.3651714072633,17.930013753268
"S10",22.3947816599303,29.6751868667402,19.4251871970279
