"","pscale","up_std","low_std"
"",0,0,0
"S2",1.97171630733505,2.51108602684336,1.58609885360129
"S3",3.99783604423489,4.83168431957542,3.48440688527265
"S4",5.73499704141374,6.81118910399279,5.09278787277653
"S5",7.2360531283243,8.60111757223718,6.44591278076557
"S6",8.55967743149676,10.1543517818905,7.63558995775028
"S7",9.97832496946689,11.827112352409,8.94705240801961
"S8",11.0469443604771,13.0803982347395,9.90730973739624
"S9",11.8585727021137,14.0363282994588,10.6269007920962
"S10",11.927267133109,14.1822105552535,10.6610321927455
