"","pscale","up_std","low_std"
"R1",-0.109444858874936,0.561149583430176,-0.887109902601838
"R2",1.1884410618066,2.14837065719709,0.607829618934778
"R3",3.93820159616756,8.83037641813381,3.16294895454569
"R4",5.26287375434,10.9157438264477,4.50183366024647
"R5",6.42896197149336,14.0222312200323,5.66025087358348
"R6",8.0792953529076,15.7268565914206,7.35152394626972
"R7",8.87569470192025,16.6491474726952,8.13493868938201
"R8",10.2081248876517,18.0045076179955,9.53541743085191
"R9",10.9478524503225,18.7406111172777,10.257826876639
"R10",11.1743199711667,18.9618318702024,10.5115355565269
