"","pscale","up_std","low_std"
"",0,0,0
"S2",1.01784212327316,1.37688951560442,0.714670423063488
"S3",1.91272074024755,2.35837047104137,1.59510796877604
"S4",3.14442258670104,3.74822588200231,2.74718365873919
"S5",4.40790051105431,5.1678546354902,3.91705408701464
"S6",5.52537185646901,6.45511679411335,4.9307723663417
"S7",6.60826546936009,7.69534525880773,5.91177077278372
"S8",7.50382065366737,8.73612086759131,6.72986595002851
"S9",7.9468596080028,9.26490374906242,7.10242504820358
"S10",7.88892031878901,9.26574516098274,7.00419267957433
