"","pscale","high_boot","low_boot"
"",0,0,0
"S2",2.78832060820946,3.60286228996557,2.31641920976026
"S3",4.10537011555114,5.12577427273884,3.56032249586937
"S4",6.26801504994189,7.72280183632915,5.51290893006493
"S5",7.91404716998558,9.66355534534637,6.98762598302192
"S6",8.77354819869701,10.6864184120838,7.77906038578673
"S7",9.36256089624635,11.3965496411155,8.29132218500985
"S8",9.64106747176498,11.7542013702045,8.55311349642368
"S9",9.98629456453632,12.1692553412567,8.84821417421992
"S10",10.2956910525564,12.519818339755,9.06163951526229
