"","pscale","high_boot","low_boot"
"",0,0,0
"S2",3.35671068090825,7.59388695624734,2.73520354562972
"S3",4.4819940790403,8.72358706450678,3.84059079870951
"S4",8.13063481051499,16.6222635344991,7.13001857344231
"S5",8.64547417491011,17.1592927330823,7.5293358261985
"S6",9.10442148773439,17.6293774606421,7.90138356574305
"S7",9.4648957226808,18.0789411163541,8.21578396078417
"S8",9.90810486583597,18.495544300115,8.61357763149169
"S9",10.2957322072169,18.804565258325,9.00941358526837
"S10",10.5924449714037,19.2817266509402,9.20587533282597
