"","pscale","high_boot","low_boot"
"",0,0,0
"S2",1.63092022190589,2.08922590662419,1.33155910666322
"S3",4.06493624407745,4.82084978375094,3.62941714858969
"S4",4.10016892766341,4.90405483620112,3.6254014314621
"S5",4.23823035811525,5.07815013686363,3.73768796155255
"S6",4.45621356266498,5.33448476996904,3.94916908547028
"S7",4.64113354066657,5.56511290886365,4.0695155516754
"S8",4.9172737870367,5.88143146711285,4.33959327511499
"S9",6.33506001349524,7.52661107296004,5.64925825631645
"S10",8.32409216075199,9.92209656587288,7.45353093168177
